row_index,Company,TypeName,Inches,Screen_name,Screen_Pixcel,cpu_brand,cpu_name,cpu_speedGHz,Ram,Memory,Gpu_brand,Gpu_name,OpSys,Weight,Price
335,Asus,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2.5,53227
336,HP,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7300U ",2.60,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.48,67559
338,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.84,60952
339,Asus,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"1TB HDD",Intel," HD Graphics 500",Linux,2,14651
340,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Nvidia," GeForce 940MX",Windows,2,60886
341,Dell,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"500GB HDD",Intel," HD Graphics",Linux,2.2,14647
342,Lenovo,Notebook,15.6,"Full HD ",1920x1080,AMD," A12-Series 9720P ",3.60,12,"2TB HDD",AMD," Radeon 530",Windows,2.2,47899
343,HP,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i3 7100U ",2.40,8,"1TB HDD",Nvidia," GeForce 930MX ",Windows,2.1,38148
345,Dell,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.2,84129
346,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  2TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.4,60153
347,HP,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,2,"32GB Flash Storage",Intel," HD Graphics 400",Windows,1.44,14865
348,Dell,Ultrabook,15.6,"Full HD ",1920x1080,Intel," Core i7 8650U ",1.90,16,"512GB SSD +  256GB SSD",Intel," UHD Graphics 620",Windows,1.88,85672
349,Asus,"2 in 1 Convertible",11.6,"Touchscreen ",1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.5,19980
350,Dell,Ultrabook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"1TB HDD",AMD," Radeon 530",Windows,0.0002,35325
352,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.84,69477
353,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,2.7,75072
354,HP,Workstation,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," Quadro M1200",Windows,2.6,92615
355,Toshiba,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6500U ",2.50,16,"512GB SSD",Nvidia," GeForce 930M",Windows,2.4,74752
356,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"128GB SSD +  2TB HDD",AMD," Radeon 530",Windows,2.02,51730
357,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"1TB HDD",Intel," HD Graphics 500",N/A,2.2,17156
358,Dell,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.65,53227
359,Dell,Notebook,15.6,"Touchscreen ",1366x768,Intel," Core i5 7200U ",2.50,8,"2TB HDD",Intel," HD Graphics 620",Windows,2.36,29697
360,Dell,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7300U ",2.60,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.36,76031
361,HP,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",Windows,1.86,23390
362,Asus,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,2,50350
363,Lenovo,Notebook,17.3,N/A,1600x900,Intel," Core i5 7200U ",2.50,6,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 940MX",Windows,2.8,38308
364,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Intel," HD Graphics 620",Windows,1.86,34046
365,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,8,"256GB SSD",Nvidia," GeForce 920MX ",N/A,2.2,26587
366,HP,Notebook,15.6,N/A,1366x768,Intel," Pentium Quad Core N3710 ",1.60,8,"2TB HDD",Intel," HD Graphics 405",Windows,2.04,20726
367,Dell,Notebook,17.3,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"128GB SSD +  1TB HDD",AMD," Radeon 530",Windows,2.8,57809
368,Lenovo,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",N/A,2.4,43104
369,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",AMD," Radeon R7 M445",Windows,2.33,47899
370,HP,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.36,93240
371,Asus,"2 in 1 Convertible",15.6,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,12,"512GB SSD +  2TB HDD",Nvidia," GeForce GT 940MX",Windows,2.26,58555
372,Acer,Notebook,15.6,N/A,1366x768,AMD," A9-Series 9420 3",3.00,4,"128GB SSD",AMD," Radeon R5",Windows,2.1,22697
373,Asus,Gaming,17.3,"IPS Panel Full HD ",1920x1080,AMD," Ryzen 1700 3",3.00,16,"256GB SSD +  1TB HDD",AMD," Radeon RX 580",Windows,3.25,117163
374,Lenovo,Notebook,17.3,N/A,1600x900,AMD," A8-Series 7410 ",2.20,4,"128GB SSD",AMD," Radeon R5",Windows,2.6,26054
375,Dell,"2 in 1 Convertible",13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.62,46301
376,HP,Notebook,15.6,"Full HD ",1920x1080,AMD," A9-Series 9420 3",3.00,4,"256GB SSD",AMD," Radeon R5",Windows,1.91,26053
377,Lenovo,Netbook,11.6,"IPS Panel ",1366x768,Intel," Celeron Quad Core N3450 ",1.10,4,"128GB SSD",Intel," HD Graphics 500",Windows,1.59,29464
378,Dell,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3060 0",1.60,4,"500GB HDD",Intel," HD Graphics 400",Windows,1.8,16464
379,Asus,Notebook,14.0,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.5,15238
381,HP,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,3.35,63456
382,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"128GB SSD",Intel," HD Graphics 520",N/A,1.85,21498
383,Asus,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1060",Windows,2.3,88178
384,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Nvidia," GeForce 940MX",Windows,1.5,58555
385,Asus,Ultrabook,13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.1,93181
386,Lenovo,Ultrabook,14.0,"IPS Panel ",2560x1440,Intel," Core i7 7500U ",2.70,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.13,121585
387,Lenovo,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i3 7100U ",2.40,4,"128GB SSD",Intel," HD Graphics 620",Windows,1.5,29251
388,Dell,Workstation,15.6,"Full HD ",1920x1080,Intel," Core i5 6440HQ ",2.60,8,"500GB HDD",AMD," FirePro W5130M",Windows,2.23,72940
389,Dell,Workstation,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6820HQ ",2.70,8,"256GB SSD",Nvidia," Quadro M1200",Windows,2,113753
390,Lenovo,"2 in 1 Convertible",14.0,"Touchscreen ",2560x1440,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.42,133680
392,Asus,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,3,84768
393,Acer,Notebook,15.6,"IPS Panel ",1366x768,Intel," Core i5 8250U ",1.60,12,"1TB HDD",Nvidia," GeForce MX130",Windows,2.2,36976
394,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," GeForce GTX 1050 Ti",Windows,2.7,71875
395,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",AMD," Radeon R7 M445",Linux,2.33,41498
396,HP,Ultrabook,15.6,"Full HD ",1920x1080,AMD," A9-Series 9420 3",3.00,4,"256GB SSD",AMD," Radeon 520",Windows,1.91,26587
397,Lenovo,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",AMD," Radeon RX 550",Windows,2.1,65511
398,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.9,49977
399,Dell,Workstation,15.6,"4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," Quadro M1200",Windows,1.78,144495
400,Lenovo,Ultrabook,14.0,"IPS Panel ",2560x1440,Intel," Core i7 7500U ",2.70,16,"1TB SSD",Intel," HD Graphics 620",Windows,1.13,139860
401,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"1TB HDD",Intel," HD Graphics 500",Windows,2.2,16304
403,Lenovo,Notebook,25.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD +  1TB HDD",AMD," Radeon RX 550",Windows,2.1,60979
404,Acer,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"256GB SSD",Nvidia," GeForce GTX 1050",Linux,2.5,46833
405,MSI,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,2.8,119827
406,Asus,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"512GB SSD",Intel," HD Graphics 620",Windows,1.10,99793
407,Toshiba,Ultrabook,13.3,"Full HD ",1920x1080,Intel," Core i7 6500U ",2.50,16,"512GB SSD",Intel," HD Graphics 520",Windows,1.2,93080
408,Dell,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i7 7600U ",2.80,8,"512GB SSD",Intel," HD Graphics",Windows,1.36,89510
409,Lenovo,Notebook,35.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Intel," HD Graphics 520",Windows,2.2,21792
410,Lenovo,Notebook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,2,"32GB Flash Storage",Intel," HD Graphics 500",Windows,1.15,16221
411,Lenovo,Workstation,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"512GB SSD",Nvidia," Quadro M1200",Windows,2.67,102564
412,Lenovo,Ultrabook,14.0,"IPS Panel Full HD ",2560x1440,Intel," Core i7 7700HQ ",2.80,8,"512GB SSD",Nvidia," GeForce GT 940MX",Windows,1.7,103523
413,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",AMD," Radeon 520",Windows,2.1,24988
414,Acer,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 6500U ",2.50,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.6,42038
415,Asus,"2 in 1 Convertible",13.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.27,49444
416,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"256GB SSD",AMD," Radeon R5 M430",Linux,2.3,31909
417,Dell,Notebook,13.3,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"128GB SSD",Intel," HD Graphics 520",Windows,1.65,36710
418,HP,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i7 6500U ",2.50,8,"256GB SSD",Intel," HD Graphics 520",Windows,1.43,79920
419,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Intel," HD Graphics 620",Windows,2.14,28769
420,Lenovo,Ultrabook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",AMD," Radeon RX 550",Windows,1.75,64755
421,Lenovo,"2 in 1 Convertible",15.6,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD",Nvidia," GeForce GTX 1050",Windows,2,101179
422,Chuwi,Notebook,12.3,"IPS Panel Retina Display ",2736x1824,Intel," Celeron Quad Core N3450 ",1.10,6,"64GB Flash Storage",Intel," HD Graphics 500",Windows,1.4,23923
423,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7820HQ ",2.90,8,"256GB SSD",Intel," HD Graphics 630",Windows,2.31,76031
424,Asus,Notebook,35.6,"Full HD ",1920x1080,Intel," Core i3 7100U ",2.40,8,"1TB HDD",Nvidia," GeForce 940MX",Linux,2.3,31808
425,Dell,Gaming,27.3,"IPS Panel ",2560x1440,Intel," Core i7 7820HK ",2.90,16,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,4.42,149131
426,Dell,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050 Ti",Windows,2.62,61752
427,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD +  2TB HDD",AMD," Radeon 530",Windows,2.02,60867
428,Dell,Ultrabook,14.0,"Full HD ",1920x1080,Intel," Core i7 7600U ",2.80,8,"256GB SSD",Intel," HD Graphics 620",Linux,1.6,58555
429,HP,Gaming,17.3,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,12,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 1070",Windows,3.35,106507
430,Mediacom,"2 in 1 Convertible",11.6,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Celeron Dual Core N3350 ",1.10,4,"32GB SSD",Intel," HD Graphics 500",Windows,1.16,15931
431,Samsung,Netbook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"16GB Flash Storage",Intel," HD Graphics 400",Other,1.15,14332
432,Lenovo,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.4,53813
433,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i3 7130U ",2.70,4,"128GB SSD",Intel," HD Graphics 620",Windows,1.7,31915
434,Lenovo,Workstation,15.6,"IPS Panel 4K Ultra HD ",3840x2160,Intel," Core i7 7600U ",2.80,16,"512GB SSD",Nvidia," GeForce 940MX",Windows,2.3,130270
435,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7820HQ ",2.90,16,"512GB SSD",Nvidia," Quadro M2200M",Windows,2.5,130483
436,Asus,Gaming,17.3,"Full HD ",1920x1080,AMD," Ryzen 1600 ",3.20,8,"256GB SSD +  1TB HDD",AMD," Radeon RX 580",Windows,3.2,90310
437,HP,Notebook,15.6,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"500GB HDD",Intel," HD Graphics 400",Windows,2.1,18488
438,Google,Ultrabook,12.3,"Touchscreen ",2400x1600,Intel," Core i7 7Y75 ",1.30,16,"512GB SSD",Intel," HD Graphics 615",Other,1.1,117163
439,Lenovo,Ultrabook,24.0,N/A,2560x1440,Intel," Core i7 7500U ",2.70,24,"512GB SSD",Intel," HD Graphics 620",Windows,1.32,126913
440,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,4,"256GB SSD",Intel," HD Graphics 620",Linux,2,29784
441,Lenovo,Notebook,17.3,N/A,1600x900,AMD," A6-Series 9220 ",2.50,8,"1TB HDD",AMD," Radeon R4",Windows,2.8,27652
442,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,4,"256GB SSD",AMD," Radeon 530",Windows,2.2,39907
443,Lenovo,Ultrabook,12.5,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.36,76137
444,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Pentium Quad Core N4200 ",1.10,4,"128GB SSD",Intel," HD Graphics 505",Windows,2.2,18595
445,HP,Gaming,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,2.2,58555
446,Dell,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7440HQ ",2.80,8,"256GB SSD",Nvidia," GeForce 930MX",Windows,1.64,62817
447,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,4,"500GB HDD",Intel," HD Graphics 620",Linux,2.4,23539
448,Dell,Workstation,15.6,"Full HD ",1920x1080,Intel," Xeon E3-1505M V6 3",3.00,8,"64GB Flash Storage +  1TB HDD",Nvidia," Quadro M620",Windows,2.23,106187
449,MSI,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i5 7300HQ ",2.50,8,"256GB SSD",Nvidia," GeForce GTX 1050",Windows,2.2,54758
450,Microsoft,Ultrabook,13.5,"Touchscreen ",2256x1504,Intel," Core i7 7660U ",2.50,16,"512GB SSD",Intel," Iris Plus Graphics 640",Windows,1.25,137942
451,HP,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"128GB SSD",Intel," HD Graphics 620",Windows,1.91,31382
452,Dell,Workstation,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6820HQ ",2.70,16,"256GB SSD",Nvidia," Quadro M620",Windows,2.17,105228
453,HP,Workstation,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7820HQ ",2.90,8,"512GB SSD",Intel," HD Graphics 620",Windows,2.31,81732
454,Lenovo,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.65,71662
455,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"128GB SSD +  1TB HDD",AMD," Radeon 530",Windows,2.36,52161
456,Dell,"2 in 1 Convertible",11.6,"Touchscreen ",1366x768,Intel," Pentium Quad Core N3710 ",1.60,4,"500GB HDD",Intel," HD Graphics 405",Windows,1.47,25521
457,Dell,Notebook,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.70,8,"1TB HDD",Nvidia," GeForce GTX 1060",Windows,4.42,109011
458,Microsoft,Ultrabook,13.5,"Touchscreen ",2256x1504,Intel," Core M m3-7Y30 ",2.20,4,"128GB SSD",Intel," HD Graphics 615",Windows,1.252,52694
459,Microsoft,Ultrabook,33.5,"Touchscreen ",2256x1504,Intel," Core i7 7660U ",2.50,8,"256GB SSD",Intel," Iris Plus Graphics 640",Windows,1.25,95851
460,HP,Notebook,17.3,N/A,1600x900,Intel," Core i3 6006U 2",2.00,8,"256GB SSD",Intel," HD Graphics 520",Windows,2.5,34094
461,Acer,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i3 6006U 2",2.00,4,"1TB HDD",Nvidia," GeForce 940MX",Windows,2.23,28984
462,Acer,Netbook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3060 ",1.60,4,"128GB SSD",Intel," HD Graphics 400",Windows,1.4,23177
463,Asus,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"1TB HDD",Intel," HD Graphics 620",Windows,2.37,39907
464,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,8,"512GB SSD",AMD," Radeon R7 M460",N/A,1.5,42571
465,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7820HQ ",2.90,8,"256GB SSD",Nvidia," Quadro M2200M",Windows,2.67,111355
466,Asus,Notebook,15.6,N/A,1366x768,Intel," Pentium Quad Core N4200 ",1.10,4,"500GB HDD",Intel," HD Graphics 500",Windows,2,16197
467,Acer,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U 2",2.00,4,"500GB HDD",Nvidia," GeForce GTX 940MX",Windows,2.2,24988
468,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"2TB HDD",AMD," Radeon 530",Windows,2.02,40440
469,HP,Gaming,17.3,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,12,"1TB HDD",Nvidia," GeForce GTX 1060",Windows,3.78,90523
470,Lenovo,Ultrabook,14.0,"IPS Panel Quad HD+ ",2560x1440,Intel," Core i7 6600U ",2.60,12,"256GB SSD",Intel," HD Graphics 520",Windows,1.4,98994
471,HP,"2 in 1 Convertible",13.3,"IPS Panel 4K Ultra HD / Touchscreen ",3840x2160,Intel," Core i7 8550U ",1.80,8,"512GB SSD",Intel," UHD Graphics 620",Windows,1.29,106507
472,HP,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"500GB HDD",AMD," FirePro W4190M ",Windows,1.9,61485
473,Google,Ultrabook,12.3,"Touchscreen ",2400x1600,Intel," Core i5 7Y57 ",1.20,8,"128GB SSD",Intel," HD Graphics 615",Other,1.1,67932
474,Dell,Ultrabook,13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.42,98134
475,Asus,Notebook,15.6,"IPS Panel 4K Ultra HD ",3840x2160,Intel," Core i7 6700HQ ",2.60,12,"128GB SSD +  1TB HDD",Intel," HD Graphics 530",Windows,2.06,69211
476,Dell,Notebook,14.0,N/A,1366x768,Intel," Core i3 6100U ",2.30,8,"128GB SSD",Intel," HD Graphics 520",Windows,1.79,39427
478,Lenovo,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"180GB SSD",Intel," HD Graphics 620",Windows,1.7,72674
480,Toshiba,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.05,89084
481,Dell,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"512GB SSD",Nvidia," GeForce 940MX",Windows,2.16,67239
482,Dell,Notebook,15.6,N/A,1366x768,Intel," Core i3 7100U ",2.40,4,"1TB HDD",Intel," HD Graphics 620",Windows,2.18,31254
483,HP,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,4,"128GB SSD",Intel," UHD Graphics 620",Windows,1.49,38681
484,Chuwi,Notebook,15.6,"Full HD ",1920x1080,Intel," Atom x5-Z8350 4",1.40,4,"64GB Flash Storage",Intel," HD Graphics",Windows,1.89,13261
485,Lenovo,Notebook,15.6,N/A,1366x768,Intel," Core i3 6006U ",2.00,4,"128GB SSD",Intel," HD Graphics 520",Windows,2.3,30103
486,Lenovo,Notebook,14.0,"IPS Panel Full HD ",1920x1080,Intel," Core i5 8250U ",1.60,8,"256GB SSD",Intel," UHD Graphics 620",Windows,1.75,55891
487,Dell,Workstation,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i7 6820HQ ",2.70,16,"512GB SSD",Nvidia," Quadro M620",Windows,2.17,124569
488,Dell,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,16,"512GB SSD",Nvidia," GeForce GTX 1050",Windows,2.06,101179
489,Lenovo,Ultrabook,12.5,"IPS Panel Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,1.36,95797
490,Asus,Ultrabook,12.5,"Full HD ",1920x1080,Intel," Core i7 7500U ",2.70,16,"512GB SSD",Intel," HD Graphics 620",Windows,0.91,103896
491,Lenovo,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Nvidia," GeForce 940MX",Windows,2.3,53919
492,Toshiba,Ultrabook,13.3,"Full HD / Touchscreen ",1920x1080,Intel," Core i7 7500U ",2.70,32,"512GB SSD",Intel," HD Graphics 620",Windows,1.05,149131
493,Asus,Gaming,15.6,"Full HD ",1920x1080,Intel," Core i7 7700HQ ",2.80,8,"128GB SSD +  1TB HDD",Nvidia," GeForce GTX 1050",Windows,1.99,71928
494,Acer,Notebook,15.6,N/A,1366x768,AMD," A10-Series 9620P ",2.50,8,"1TB HDD",AMD," Radeon RX 540",Windows,2.2,30849
495,Asus,Gaming,17.3,"IPS Panel Full HD / Touchscreen ",1920x1080,Intel," Core i7 6700HQ ",2.60,24,"256GB SSD +  1TB HDD",Nvidia," GeForce GTX 965M",Windows,4.33,67612
496,Lenovo,Ultrabook,12.5,"IPS Panel ",1366x768,Intel," Core i5 6200U ",2.30,8,"180GB SSD",Intel," HD Graphics 520",Windows,1.3,58555
497,Lenovo,Notebook,15.6,"Full HD ",1920x1080,Intel," Core i7 8550U ",1.80,8,"256GB SSD",Intel," UHD Graphics 620",Windows,2.17,47893
498,HP,Notebook,14.0,"Full HD ",1920x1080,Intel," Core i7 7600U ",2.80,8,"1TB SSD",Intel," HD Graphics 620",Windows,1.48,93187
499,Lenovo,Notebook,13.3,"IPS Panel Full HD ",1920x1080,Intel," Core i3 7100U ",2.40,8,"256GB SSD",Intel," HD Graphics 620",Windows,1.4,50563
500,Lenovo,Notebook,15.6,"IPS Panel Full HD ",1920x1080,Intel," Core i5 7200U ",2.50,8,"256GB SSD",Intel," HD Graphics 620",Windows,2.3,48538
501,Asus,Netbook,11.6,N/A,1366x768,Intel," Celeron Dual Core N3350 ",1.10,4,"64GB Flash Storage",Intel," HD Graphics 500",Windows,1.2,18115
502,HP,Notebook,15.6,N/A,1366x768,Intel," Core i5 7200U ",2.50,8,"256GB SSD",AMD," Radeon 520",Windows,1.91,32980
